,Rating,Title,Review,Review_Date
329,5.0,best printer machine,compatable of the printer wifi connect and scan to print double side printing machine good quality of product  best of the printer,20 June 2020
330,5.0,Currently happy with the product.,Currently happy with the product. Just used it once and the performance is good. Too early for a detailed review on cartridge life etc.,28 May 2020
331,2.0,50 - 50,Interface is not that user friendly at all. Interface looks like 20 years old product with ugly lcd display.Print is pretty slow when taken on plain paper. Glassy photi printing is quite ok.,4 March 2020
332,5.0,Very good for home usage,"Very good for home usage, we print 2 to 3 pages a week, one set of cartridge's ran for one academic year",29 June 2020
333,5.0,Bad product.,Printer black cartege stop working after 600pages of printing. Now only half blank pages are coming out every time. Its a new printer. Cartege is full. No one response.,27 February 2020
334,4.0,Good printer but average scanner,Good printer but average scanner,3 September 2019
335,3.0,Not good,All is well but it gives 100 pages printing,31 July 2019
336,4.0,I,Only 250pages,29 November 2019
337,4.0,Superb,Superb,20 December 2019
338,1.0,Waste of time and money.,Was a really wrong choice. Couldn't even take a single print. Printer error 7800. Since return window had closed we are running behind the manufacturer for a replacement. This type of printer is not available it seems and we have to wait till feb to get a replacement. Waste or time and money.,11 January 2021
339,5.0,good,good 👍,26 June 2021
340,3.0,Nice,Have not used much so final no comments,12 August 2019
341,4.0,Product is the best quality print quality,Product is best,18 October 2019
342,5.0,Best Printer in low Budget,Best Printer in low Budget. Little bit issue of Ink Medium Costly.,8 December 2020
343,4.0,good product,velue of money,18 October 2019
344,5.0,Canon printer,Printer quality is v good. First printer delivery was not in original manufacturer packing and also gave 5100 error. Replacement was provided in 3 days and it was in original packing and is working well.,21 October 2019
345,3.0,Quality of print is not as required,Quality of print is not as required,19 August 2019
346,4.0,good product,Good Product,9 November 2019
347,4.0,Good buy,Good product,5 November 2019
348,5.0,"Faster and nice, clear color printing","Nice print quality, faster printing. Easy connect with mobile. Good one, go fo it.",22 October 2020
349,3.0,Worth for Money,Taking more ink,5 November 2019
350,5.0,Na,Print quality is good,18 April 2021
351,4.0,Good,Good,20 November 2019
352,4.0,Good,Good,20 November 2019
353,5.0,Worth buying,"Good product for home use. It's inkjet so obviously printibg is slow, however the print quality is good. It's been almost a month am using the printer and I have not faced any issues so far",10 September 2019
354,5.0,Good product,Very good for small purpose.But canon does give extended warranty. No double side scanning in ADF.,28 August 2020
355,5.0,Service is good,Good product,21 May 2021
356,5.0,Print Magic,"A Wowsome printer at a very resonable price. Prompt delivery .Super swift installation.Fully satisfied .Go ahead, get a Canon ,fire it and enjoy.",12 March 2020
357,4.0,Excellent,Nice product,15 October 2019
358,5.0,Viewing the small screen is tough,No panel light on display,8 March 2021
359,2.0,Ink Problem,After printing 62 b/w pagesAnd 4 coloured pages. Cartilage gets over. Very disappointed by it. Ink Problem.... Buy at your own risk.,20 June 2020
360,5.0,One of the Best Printers,Earlier I have having pixma now this. Smooth and easy going. No hard work for installation. Paper print and photo print is really good quality. It will surely live up to your expectations.,8 October 2019
361,5.0,Superb,Good and reliable printer... Wrt print quality it's superb and installing the drivers was easy. Had few issues with WiFi connection.. Else everything is good,8 March 2020
362,4.0,Good Product,Good Product,16 October 2019
363,4.0,Printer,Print quality is good,8 August 2019
364,4.0,Good,Good,30 October 2019
365,5.0,Best printer Canon E4270,Yes it’s very easy to use,2 February 2021
366,1.0,Costly cartage,Cartage is so costly. Plz my suggestion ink tank printer not cartage,29 December 2021
367,4.0,value for money,good,21 October 2019
368,4.0,NYC,Supper,14 October 2019
369,3.0,Not bad,Ok,14 November 2019
370,5.0,Value for Money,Really very good for Home / Small office use. Compact with all features. Working good.,7 August 2020
371,1.0,Ink is low,Black ink is running low and 1 bundle of paper is not complete 1 cat ridge and I have very bad experience for this convenience,29 September 2021
372,1.0,Failed model,I worked for 1 year and then stopped working. The tech says motherboard needs to be changed and that would cost me 4k. This machine is a dissaster,4 September 2021
373,4.0,Good. Value for money,Good,4 October 2019
374,5.0,Reasonable and efficient,Very good printer in the given price range,27 November 2020
375,5.0,Canon Wifi Duplex printer with ADF,Mobile WiFi printing using Canon app or mopria from Android play store. Automatic Document Feeding. Auto Double side printing which other models don't have. Cartridges are also cheaper. Cartridges coming with pack is Made in Japan. Printer Made in Vietnam.,20 March 2019
376,5.0,scanner\ printer,looks good,15 March 2021
377,1.0,Very cumbersome and inefficient product,My experience very difficult to install the machine. and loading paper is very skillful job. A layman cannot load the paper else you will get error message. paper has to be loaded in specific angle.Please do not waste your money. Not at all recommended.,25 January 2021
378,5.0,Works very well till now,We can take photos too if we have glossy paper,10 October 2020
379,5.0,Featured printer,There are soo many features in this printer whi h makes it one of the best printer in this price segment...love it,10 March 2020
380,5.0,Compact printer,"Decent compact printer with duplex printing facility, however the ADF does not support automatic double sided scanning",19 May 2020
381,5.0,Good,This is good 👌 quality.in mony,26 December 2020
382,5.0,Canon beats HP hands down,Works better than other brand printers including popular HP Printer for home use.  I have both HP and Cannon.  Cannon gives more value for money and quality!,15 October 2019
383,5.0,Very useful all in one,Easy to use. Quick printing and copying,15 November 2020
384,1.0,Paper jamming issue with this model,Printer cannot handle 2 side print on a paper. Paper gets jammed all the time and it is impossible to remove it. Customer service is impossible as there is no dedicated station for this model. Do not buy this printer if you want to 2 side print.,6 December 2020
385,5.0,Nice printer,Printer is nice colour photo is high quality printing,6 October 2020
386,5.0,prime,"Best product for given price.  Manufacturer to be make FAX settings, print fax receipts and etc.,, features to be better",1 March 2020
387,1.0,Fake products,"Faulty product delivered two times , and when i talked to amazon the customer support said its not their work to handle what seller is doing. MENTIONED MY ISSUE THROUGH THEIR CEO TWITTER HANDLE AND MOVING TO CONSUMER COURT",21 March 2021
388,5.0,Best for home use,Very easy to use and good printing quality wifi print is awesome and it is a full package for home use.,1 March 2020
389,1.0,Quality of advice not up to mark,This printer is not at all good .complexity in basic functions and quality of printouts are also not that good .Generally u never give any review but no value for money .it’s just 12 days since I bought .Fed up of it that I want to throw it away .,19 October 2020
390,4.0,Good,Good product,3 August 2019
391,1.0,Third class Product dont buy,"It showing error again and again, customer care  service is not good .",10 November 2021
392,5.0,Print friendly,Very nice and comfortable product use,30 November 2020
393,5.0,Printing quality,Like,23 March 2021
394,5.0,Very much recommended,Good printing with low-costRecommended,20 December 2020
395,5.0,Good,Good,20 March 2021
396,2.0,D,Wastage of money....Too much costly cartridge,2 September 2020
397,5.0,The Best,Excellent for Home or Small Office,20 November 2020
398,2.0,Challenging to Install and Use,"The product is fantastic, but very difficult to install and use. The company is not ready to provide free installation for the first time also.",11 February 2020
399,5.0,Easy to install and easy to use. Good quality of prints.,Easy to install and easy to use. Good quality of prints. Liked it.,18 June 2020
400,1.0,"Useless product, no service by canon or Amazon","Not working, called for repair no response.Lousiest service, never purchase any printer from Amazon, no one provide any service.100 percentage loss to mePurchased another printer from store for my work",11 May 2021
401,5.0,Go For It,Nyc ProductGo for It,19 November 2020
402,4.0,Good product,Easy to use,11 June 2019
403,3.0,Good,Good,24 August 2019
404,1.0,Don't Ever Buy,This product has been a headache since the day it has been purchased. It does not air print. It just decides when it wants to work and when not. The ink is not available easily in the market. It runs out of ink every 2nd week and will just not accept colour print even if one of the cartridges is out of ink.,27 December 2019
405,5.0,Canon quality good,Worthycankn product good print quality easy to use,24 September 2020
406,5.0,Awsome printer for this price,Good print.Multiple features.... Including 2 sided printing. Go for it.,15 July 2020
407,4.0,Good,Good,27 July 2019
408,1.0,बेकार,यदि आप घर मे कबाड़ रखना चाहते हैं तो इसे अवश्य खरीदें।,24 November 2021
409,5.0,Many useful printer,"This is a very nice printer and it is used very simple small but it's so use is Grand. Thank you Amazon.,,🙂✌️",29 December 2019
410,5.0,"Must buy, print quality is better","For this price range. that's better printer easy to use and wireless , Quality is good ,looking good",6 February 2020
411,2.0,Installation cd not working,Printer was working when connected via mobile. But Installation cd was not working and customer service denied they do not have any options to request for new installation cd...pathetic...,9 November 2019
412,4.0,Good,Good,21 July 2019
413,1.0,Paper Jams happening often,"Features wise, Print quality wise, wifi features wise its excellent.But i face major inconvenience with frqueunt paper jams happening (both on bottom tray input and ADF input).Not recommended for normal people. Only recommended for people who are interested in dis assembly.",8 December 2020
414,2.0,Not happy at all,Paper doesn't pull correctly for scan and copy from ADF. Print quality is moderate. WiFi setting instruction is not very clear. Overall not a happy experience using the printer.,25 September 2019
415,5.0,Good,Nyc printer in this price range,27 October 2020
416,1.0,Bad product...,"The media could not be loaded.
                



 Very bad product....the ink doesn't yield required pages...print quality is good but both inks cartridges get over in one A4 sheet of colour printing and black ink too goes the same way.This product should be banned from Amazon and everywhere.Making fool out of customers.",18 July 2020
417,5.0,Good quality,"Packaging was excellent, It was really easy to configure the printer, the print quality is also very good.",17 February 2020
418,5.0,Execellent working,Over all good and useful for small business and home purposes,22 June 2020
419,2.0,Time High,I like Print Quality.... But printing Timing above 5 min color copy,12 June 2020
420,2.0,Ink cartridges do not get easily,nice But its  ink cartridge Don't get anywhere,14 July 2020
421,1.0,It is very bad not up to mark printing in is very fast finished,It is good but not in mark,3 January 2022
422,5.0,Superb,"Product is awesome and worth the money , installation is very easy and print quality is ultimate .",8 February 2020
423,3.0,Nyc,Nice one,24 June 2019
424,2.0,Canon E4270,"Cartridge consumption is too fast and within a month and less than 100 pages printout, I am getting reorder message. While advertise says it is efficient printer",28 October 2019
425,5.0,Good Printer,The Print Quality is good but Black ink ran fast as it printed only a 120 pages but colour doesn't ran fast,3 November 2019
426,2.0,I need to return this printer Pl help,Paper is getting jammed again and again!!  Very bad,17 June 2020
427,5.0,Excellent product,"Excellent for home use, works with phones, windows and linux.",25 June 2020
428,5.0,Best budget all in one,Recommended!!,31 January 2021
429,5.0,Value for money,Easy to install and good for Home and small office purposes.,30 May 2020
430,1.0,It can be used as a Scanner...It won't print 50 Pages per catridge,Everything ok except Cartridge....It won't print atleast 100  pages per cartridge...Informed to Customer care...They too agreed that it won't print 50 color pages also...The main AIM of the Printer is to Print..But it won't satisfy...Wasted 7k on this Dust bin..Using as a scanner...Not at all worth for printing...,25 December 2019
431,1.0,Hateful product,"Print quality is not perfect, cost per page (black/color) is very high, I purchased for my office but my cartridge is low after 90 black and 13 color pages ....Very very bad experience with this product ....I bought other ink tank printer for my use ....",11 August 2020
432,5.0,E4270,Value for money.Must buy printer for home,25 August 2020
433,1.0,Cost Rs.4/page.,We can't fill ink<If ink dried up You have to change cartridge which is about Rs.1100(Color&black)It prints only 200 to 300 pages in one go with both the said cartridge.It cost Rs.4/per page.Waste of money and time with lot of regret,12 September 2020
434,2.0,not tha paper.,it is not good proudect,14 July 2020
435,1.0,Very bad product,Totally wrost products and please don't buy any products and cartridges cost 1900/ and you can print only 250 or 280 page so you can calculate how much costly,13 April 2021
436,5.0,Good product,"Good quality product with lots of functions at price range, perfect for small business.",1 March 2020
437,5.0,Canon E4270 printer,Canon E4270 printer is exactly what I was looking..... Value for money.....Easy to installDuplex print automatically has done.,14 October 2019
438,2.0,Paper receiving problem,Paper receiving problem,26 July 2020
439,5.0,good one,good one,21 November 2020
440,5.0,Worth it,"Good product, worth buying it.",11 August 2020
441,5.0,Good product,Awesome product..Easy to useUser friendly.First time i bought something from amazon,26 December 2019
442,5.0,Good Product,Good printer.Easy to Install and use.,11 July 2020
443,5.0,Value for money,Good print quality and easy to install,15 June 2020
444,5.0,Good printer,Nice printer,13 October 2020
445,5.0,B the best,Tnx amozon...this printer is very good quality and so reasonable prise..esy to use for office work...,15 October 2019
446,5.0,Very good buy,Best all in one printer for the priceADF support in copy huge plus2 sided printing,22 October 2019
447,5.0,Wise purchase,Good printer for home,15 August 2020
448,1.0,Canon E4270 Printer-Poor Service from Canon India,Got the product but I am not getting service support from Canon on installation. I called 5 times today but they keep saying that I will receive call back for installation support online. I am fed up. Poor service by Canon.,7 August 2020
449,5.0,Excellent,Value for money,5 September 2020
450,5.0,Very good printer,Very good quality and easily perform.,19 June 2020
451,2.0,Good product,Not a great product...but it is indeed a good product in this price range..,26 October 2019
452,2.0,Not a good printer,After having used HP seamlessly for 5 years switched to this one and regretting it immensely.,29 October 2019
453,5.0,Worthy Printer in this range,AWESOME buy..Go for it..,5 July 2020
454,5.0,Very good,Easy to signal,18 August 2020
455,5.0,Not For Business,"Awesome for personal use, never buy this for business.",3 March 2020
456,5.0,Compact,Good for home use,7 July 2020
457,1.0,Need to contact warrantee,Doesn't print properlyHas warrantyBut bot sure which number to call for availing warrantee,31 May 2021
458,1.0,usb cable not received,usb cable not received,1 December 2021
459,2.0,Poor quality material. Durability is the  oncern and alao the print quality is average.,Not what i expected. Made up of very delicate and cheap plastic material.,8 September 2019
460,5.0,Canon printer superb,User-friendly awesome device I am very happy print quality and connectivity superb,23 October 2019
461,2.0,Print not ok Epson printer is good,Not ok print were cost and print low qwleti,3 November 2019
462,1.0,Worst wifi setting and irritating. No support available from canon printer app. Don't buy,100% worst product in case of wifi setup. Too much irritating function.Need new connection after Every long days unused/switched off.,10 February 2021
463,5.0,Good printer but cumbersome to set up the WI-FI,Not able to print wirelessly as every time paper got jammed,5 December 2019
464,5.0,Nice economical printer...,Easy to print wirelessly and nice quality of print at economical price...,11 November 2019
465,5.0,As per expectetions,Timely deliveryItem as per the mentioned featuresEasy to use,5 December 2019
466,1.0,Not proper working,Printer service issue,29 November 2021
467,5.0,Nice,Nice,14 August 2020
468,2.0,Waste high maintenance & high cost of cartridge 600/-  available in online not in stores,High maintenance cost of the paper above 3rupees & cartridge was comes in 250 papers only waste products don't buy,2 July 2022
469,1.0,TOUGH TO HANDLE,"PRINTER IS GOOD,BUT IS HANDLING IS VERY TOUGH,PRINTING SOUNDS LIKE TRUCK SOUND,",23 June 2021
470,5.0,Awesome,Superb,13 August 2020
471,5.0,Gud one,Very goood,15 July 2020
472,5.0,All systems are good,Good,6 August 2020
473,5.0,Awesome,Awesome. Perfect for home use,4 May 2020
474,1.0,Don't Buy,It doesn't work and doesn't serve your purpose..i am facing lot of issue's,29 May 2021
475,1.0,Canon does not come for installation for free.,Amazon will provide replacement only. If you are in hurry please don't order from Amazon. I received faulty product and will have to wait for the replacement.,10 November 2020
476,5.0,Very nice printer,Very nice print quality and easy to use.,9 February 2020
477,5.0,Ink despot,Ink dysport,8 July 2020
478,1.0,Printer does not work since it will refuse to detect paper in the tray!!,Wry poor quality manufacture. The printer refuses to print and fails to detect paper towels n the tray. Poorest quality of product from a Japanese company!!!,15 November 2020
479,1.0,Paper continuously jamming up,This product gave few good prints and later paper kept jamming up. I had tried taking printouts after keeping the paper out for sometime to air out moisture. That too did not work.,9 August 2020
480,1.0,NOT AFFORDABLE,DISLIKE,23 November 2021
481,2.0,Bad experience,Very bad experience,4 February 2020
482,1.0,Never connects to the network! Absolutely useless!!,"The most difficult printer to operate!! Never connects to the laptop / iPad / iPhone in the 1st, 2nd or 10th try! Takes ages. Need to uninstall the app, reinstall it and then pray to god that it connects. The worst printer ever!!",28 September 2019
483,5.0,good,ok good quality,23 May 2020
484,1.0,Waste money,Plz anyone don't buy its no use printer,24 August 2021
485,5.0,Average,Its easy but carriages are expensive.,4 March 2020
486,5.0,Supeb product,Amazing Product and very happy with the pricing and quality,15 October 2019
487,2.0,flimsy plastic printer,Poor Build Quality and expensive ink,16 September 2019
488,1.0,Printer not good ...its not working from last two months,Printer having issue in  Inkhead.we are replaced so many ink head but unable to printing properly,22 January 2021
489,5.0,VFM,Fantastic printer with all required features and fax machine to boot.,20 August 2019
490,2.0,Photos Quality,Photos Quality Not Good,16 November 2019
491,1.0,color printing error,"No service provide,ink consumption very high as per defind by canon.Photo copy issue",23 March 2021
492,2.0,Nice but tuff  to use,Tuff to  use,15 November 2019
493,1.0,Problem not clear print,5 and 6 months problem ti caratiage colour dead And black no clear print,24 March 2021
494,5.0,Perfect for low cost printing,"Easy to install, nice print quality.",7 February 2020
495,1.0,"Used printer delivered, very bad printer","Product quality is very bad, it's used printer delivered, I have placed to return the printer till now no one comes to return the same, it's bad service by Amazon",10 July 2020
496,5.0,Good,Nice one for home use,3 March 2020
497,2.0,Bad quality,Not good,26 December 2019
498,2.0,Cartridge cost is more,Ink cartridge is very costly,11 October 2019
499,1.0,Faulty product,Printer seems faulty...is destroying all the papers I put in.. Since I can't return it now..dunno wat to do with it...Kindly address dis issue Amazon as product was bought less than a month ago nd been operation nly now,27 November 2019
500,5.0,Super product,Very Good Product at low cost,26 January 2020
501,1.0,Bad experience,Color print cost 60rs for 1print,9 September 2021
502,1.0,Not good product,print quality is good but printer operation buttons are and display not visible properly and cartages are finished within one month only 100 pages are run out,9 August 2020
503,1.0,"Please don't buy, waste of money and no parts available for the replacement.","Please don't buy, waste of money and no parts available for the replacement. Complete mesh up and the product throwed in to trash.",2 September 2020
504,5.0,Amazing....,Worth for the cost,9 March 2020
505,5.0,Thank u Amazon,Very useful thank u Amazon,8 February 2020
506,1.0,Poor quality printing,"Print quality is awful. After two months of purchase, facing major problems in quality of printing . Done all troubleshooting steps but nothing helps",2 August 2020
507,2.0,V,Not ink sufficent,6 October 2019
508,5.0,Very nice,Very good print quality value for money 👍,10 October 2019
509,5.0,Canon All in One value for money eprinter,Cannon printer all in one very effective printer,6 November 2019
510,2.0,Using problem,Not easily useing this product,23 August 2019
511,1.0,Faulty Product sent.,"Faulty product sent, it gives paper jam error during duplex printing unnecessarily while everything is clear. I checked with duplex photocopy option, same issue occurs.",30 June 2020
512,1.0,Not worth,I m returning  It  becoz it's very old n cartridges  r not easily  present  in market... So kindly return  .,6 June 2020
513,5.0,Value for money product,Easy to install and use,23 January 2020
514,5.0,360 degree feedbk,Very good from all angles,23 January 2020
515,2.0,Display light,Display light no,19 October 2019
516,5.0,Print quality,quick printing & good quality,15 January 2020
517,5.0,Best printer,Best to use,9 March 2020
518,2.0,Ink runs out in 10 days just prints around 150 pages,Not ink efficienct. One black print costs you around RS. 5,12 April 2019
519,1.0,Not suggest the printer the ink cost very high,Ink cost very high compared then other printer,15 June 2021
520,5.0,Osum product,Superb & light in weightThanks amazon,19 October 2019
521,1.0,हा प्रिंटर परत घेताय का??,हा प्रिंटर परत घेताय का??,14 August 2021
522,1.0,Do t,Waste of money.You have to spend 3 to 4 Rs per print.Cateridge is giving only 100 to 120 prints.,9 October 2020
523,5.0,Good printer,"User-friendly printer, wifi config is bit confusing",11 November 2019
524,5.0,Value for Money,Value for Money,3 March 2020
525,1.0,Cheatting cheatting,"Its a very cheatting, it printer can take only 80 prints black and 15 print colour. Very expensive.its for very very big mistake for my life... dont take anybody please request...",1 February 2020
526,5.0,Best product for this money,Wow excellent product i loved it,2 November 2019
527,5.0,Excellent product,Please go for it. Easy to install and handle,27 June 2019
528,1.0,Canon printer review!,I am not happy with the way it works. The connectivity is poor and it takes forever to print.Doesn’t work half the times,2 July 2020
529,5.0,Printer,Good quality,10 March 2020
530,1.0,.,It color printer was too bad after printing touch the page colour was left the page,18 November 2020
531,5.0,Good,Good nice,6 March 2020
532,5.0,True value for money,Good printer... Good printing quality and speed,9 September 2019
533,5.0,Shaandaar,Best printer in this price range.osm,22 October 2019
534,5.0,Amazing printer,Amazing printer,29 February 2020
535,5.0,Color Cost,Nice Product.But Color Cost is High.,15 October 2019
536,1.0,Do not buy,Quality and services,10 September 2021
537,5.0,Super,Great product,1 March 2020
538,1.0,"I opted for replacement, not satisfied with lots of sound/errors","Lots of noice while printing, paper jam all the time.",22 March 2021
539,5.0,Best for buying cost,Good product,25 February 2020
540,1.0,dont buy this product...,ink cartridge is very costly per page cost is very high ... ink tank printer is best...,10 October 2020
541,1.0,Poor quality product,Poor quality product. Really difficult to reach out to Canon customer care. They don't have installation support. Printer stopped working after printing just 2 pages,5 March 2020
542,5.0,For domestic purposes,Print quality ok,31 January 2020
543,1.0,Waste of money,When turn on printer there is error on printer the error code is 6800. Buying this printer is waste of money. I will recommend not to buy this printer.,12 January 2020
544,1.0,Waste one go for epson printers....,Ink cost is too high  printing quality is worest plz go for Epson printers for good products,20 August 2020
545,5.0,Good product,Good product for Home Office use.,29 August 2019
546,1.0,Canon Pixma printer s  ar West,West and warest printerCostner cer nomber not responsible,25 March 2021
547,5.0,Value of money,Nice,29 February 2020
548,5.0,Great buy,Good product,3 February 2020
549,5.0,Cannon,Good and easy to use,9 October 2019
550,1.0,Printer not working properly. Never thought will get such an issue from canon .,Printer is unable to load  papers for printing.,20 March 2021
551,5.0,Super product,Easy to use.,2 January 2020
552,5.0,Ink faster fines,Ink too much price!,8 November 2019
553,1.0,Wast printer,"This is very wast printer, because there is no option to refilling and didn't available to purchase of new canon PG-47 cartridge(online also).",11 February 2020
554,5.0,Best for small business,Best in class ....,4 November 2019
555,5.0,Value for money,Awesome printer value for money,14 September 2019
556,5.0,Excellent Printer,Very affordable and economical printer,21 August 2019
557,5.0,Very useful,All good,12 January 2020
558,5.0,Ram,Good product. No loss,11 October 2019
559,5.0,Really good,Amazing product,9 January 2020
560,5.0,Like it,Original product,5 January 2020
561,5.0,Value for Money,Good Printer with all the basic requirements,25 June 2019
562,1.0,DONT CHEAT CUSTOMER,Cartridge become empty less than 100 pages but as per spec it is 700 pages including Colour pagesMr.Amzon pls justfiy,1 February 2020
563,1.0,Not WORTH it,Free Advice - Dont buy this. Not at all friendly like HP. Issues after issues. Very costly to run. Just gives 50-100 pages. Will not buy canon again.,13 September 2019
564,1.0,to much ink use in this printer so we want to replaced .,"itis not ink sufficeint printer only 50copy print sfter installation andinkismshowin empty.,kindly do the needfull.",17 July 2020
565,5.0,Awedome,Looks awwwweesommmmme....,1 January 2020
566,1.0,cartridge not good,Printer OK good but cartridge very too much only five days already finish so I am not happy  cartridge cost 1400/- rs,19 December 2019
567,1.0,High mentanance,Highly mentainance.  Ink is very high cost  more then 10/- above cost each print,6 July 2020
568,5.0,Nice,Like,18 January 2020
569,5.0,Excellent,Good for home use,18 September 2019
570,5.0,Good product,Good product,7 December 2019
571,1.0,Printer stopped working on 1st day,"On the very first day of installation, its stopped working and needs repair.",20 October 2020
572,5.0,worth the penny,Great Deal,2 November 2019
573,5.0,Super printer,Good printer at reasonable price.,13 June 2019
574,5.0,Excellent Printer,Excellent Printar,28 October 2019
575,5.0,Katihar,Super printer..,9 October 2019
576,5.0,Good product,Good product,28 October 2019
577,5.0,Good quality,Good one,6 October 2019
578,1.0,No spares available / do not buy/Cannon service cant repair for error 6000/ It is scrap as no spare,"This printer has no spares support , cannon service centre informed  after printer displayed error .so suggested not to buy. It becomes scrap  NO SPARES AVAILABLE",8 May 2019
579,1.0,Return the product,Want to return the product as it's not functioning well,14 December 2020
580,5.0,Nice print,Good,3 November 2019
581,5.0,-,-,4 December 2019
582,5.0,Ok,Ok,4 November 2019
583,5.0,Best,Grt,2 November 2019
584,5.0,..,Good product.,7 September 2019
585,1.0,No use,Its very slow printers and ink is consuming is very high.Can't work,4 September 2020
586,1.0,Canon Pixma printer,"Last 10 working normal, every time pepper broken and not working properly",4 September 2020
587,5.0,Nice,Nice.,27 October 2019
588,5.0,Canon E4270.,Over all Xcellent.,22 July 2019
589,1.0,Defective Model,Defective model n piece. Hence returned to Amazon. Canon refused to service also,10 July 2020
590,5.0,Amazing all in one printer,very good product,8 April 2019
591,1.0,Printer not working,Sir printer not work properliy pls help and suggest for repairingmy printer is under warranty,29 January 2020
592,1.0,Waste of money.,"There is no option for zero rating, thats why i gave one star. Dont go for this.",28 November 2019
593,1.0,The worst printer form amazon to expensive to handle 😖😣😔🤬😠,Ek baar ink me 250 page hi nakalePhir cartage 1100 ki aa rahi hai worstTake too much time,27 August 2022
594,1.0,Colour quality not good and filter of printer,Dislike bra cause it’s colour print is not good and the paper got stuck while printing,8 December 2019
595,1.0,Regets,Worst decision ever to buy this.,3 December 2020
596,1.0,VERY BAD,VERY BAD,13 March 2021
597,1.0,Need deep study before buying,"Very slow on response, delivered without drivers for windows. Paper jamming for low quality. Paper sensor does not work.",26 September 2019
598,1.0,Poor,Porr poor only 10 print after ink empty,13 August 2020
599,5.0,Super,Super,12 May 2019
600,1.0,Very bad product.,Very bad product.,26 November 2020
601,1.0,Not worth,The print cost is too high. nearly it will charge 2₹/print or xerox,7 October 2019
602,1.0,Printer is used in somewhere,Printer is used,8 October 2020
603,1.0,Not efficient,Doesn't give more than 10prints for cartridge.. But the print quality is good,7 November 2019
604,1.0,It is a defective piece.,DEFECTIVE PIECE,3 December 2020
605,1.0,Waste waste product,Waste products never buy the product,20 May 2020
606,1.0,Bhj,Print quality very bad,19 July 2020
607,2.0,Don't purchase,You should purchase an ink tank printer.If you have a shortage of money 💰 then it is better to get a printout from the market.Print quality is very bad once you refill the cartridge. And one who is purchasing this printer because of money 💸 can not afford to change the cartridge every time.,17 March 2022
608,1.0,High cost,Very high cost printing,14 July 2020
609,1.0,Discusting,What ever is mantion about prodect totally wrong,8 February 2020
610,1.0,Worst product,Worst product more problems are are facing don't buy it,22 November 2019
611,1.0,Good,OK,21 November 2020
612,1.0,Not so impressed,Ok product,29 August 2020
613,1.0,Not Laser,Its not laser printer,3 June 2020
614,1.0,Not working,Soooooo bad not working,13 June 2020
615,1.0,Not good,This printer not good very Very bad,4 February 2020
616,1.0,No work properly,No work properly and poor print quality canon bad,7 November 2019
617,1.0,WORST,Worst product worst Quality . Completely rubbish,26 January 2020
618,1.0,It is no two side printer,It is not printing two side Xerox please help us,1 October 2019
619,1.0,Printer ok good  but not economical,Not economical but the ink is very costly,5 December 2019
620,1.0,Defective printer,Not working .paper is jamming again and again.defected piece.,6 October 2019
621,1.0,Refilling printer required,I want to replace the item,10 January 2020
622,1.0,Cartridge finished very soon,The black cartridge is finished after only 40 print.,21 September 2019
623,1.0,Worst printer,Worst printer,14 June 2020
624,1.0,not good printer,i am getting trouble in this printer,14 November 2019
625,1.0,replase item,print quality good but print low page please refund item,2 August 2019
626,1.0,There’s no ink filling option,Waste product,13 May 2020
627,1.0,Not satisfactory item,I am not satisfied with the printer.,5 November 2019
628,1.0,Sir prienter is warrenty period..Then problem in printing.scaning,Dislike,12 June 2020
629,1.0,very slow and noisy,very slow and noisy. difficult to work,8 November 2019
630,1.0,Canon services so embarrassed,Total weast cartridges printing capacity so low,4 November 2019
631,1.0,Don't buy,"Very worst product,",6 February 2020
632,1.0,Warranty absent,Warranty card absent in package,3 November 2019
633,1.0,Very bad product,No good performance on duplex printing,7 October 2019
634,1.0,High ink,Baid  quality,14 January 2020
635,1.0,Not satisfied,We want return this,30 October 2019
636,1.0,Please ink give maching ink refill name,Ink not available,19 November 2019
637,1.0,No Services,Need to return this,5 October 2019
638,1.0,Not properly working😒,Not properly working,6 November 2019
639,1.0,call me,call me,17 November 2019
640,1.0,Bad product,PoorYou cannot even return the product,16 March 2019
641,1.0,Waste product,Performance too bad,19 June 2019
642,2.0,Don't go by its initial price and features. It's a Very Expensive Printer for Usage.,"Yes. It looks like super amazing value for money.- It has auto duplex- It has ADF & Fax- MultifunctionBut, that's where the story begins or ends rather. This is one heck of an expensive printer to run, because the cartridges are very expensive.  Rs. 1200 for colour, which will do 300 pages and Rs.700 for black, which will do 400 pages.That's Rs. 4 per page for colour, and Rs.1.75 per page for black;  assuming it will do that - if you read here, most are getting around half of that. Now, compare that with a HP 4286, which is not anything fancy like this printer, but the cartridge is Rs.400-500 for 1300 pages for black, which is around 30p per page.So, be aware, if you want all that features and you don't mind spending more money every month, every time you print get this printer. Otherwise, get something cheaper in the long run or go for Ink Tank printers.",3 February 2022
643,1.0,Very Disgusted Product of Canon,"It is totally money waisted printer, I always suggest to every one never buy this product. No refilling option in this printer and totally expensive cartridge which is only prints hardly 130-150 pages per cartridge............ So I would say..... Very disgusted Product",31 May 2022
644,1.0,Only 170 paper print in one cardan,Cardon problem,25 May 2019
645,3.0,The printer was not worth the price range and expectations,"The printer did not appear to be new, as it had some body spots on opening. Installations was easy but the performance after few prints went down. It repeatedly fed papers erratically with frequent jams.",11 June 2020
